alpha_wall_deg
36.061223
48.399859
49.085430
46.290407
34.013111
40.137922
27.046339
40.306979
39.046566
32.508741
41.609493
38.466066
31.423870
36.537650
42.826411
36.139741
34.458784
37.383985
50.912755
39.946879
38.161929
43.466572
59.339775
61.893231
50.984963
43.171858
27.290196
35.623114
36.434091
31.031225
28.905178
33.082819
32.650113
28.351063
35.684634
44.389322
33.824648
41.809947
32.170705
35.668472
41.889427
52.119178
53.983121
46.985772
51.254813
45.239282
37.863968
33.313651
42.235861
46.323397
45.539039
58.253543
41.265684
34.376182
33.734444
31.725114
46.040247
43.906882
45.058788
41.907668
38.758745
34.351110
40.336979
50.432155
44.247125
36.907900
37.591734
43.381218
41.459380
47.078711
49.154159
45.167725
34.966206
34.666445
44.312816
44.731693
54.585484
50.627425
47.217936
52.561072
46.984676
26.687159
46.223562
55.950908
41.025890
55.955361
42.645255
49.243298
44.144060
49.786110
52.965973
45.348075
39.749604
39.103362
38.251517
37.621604
29.616831
23.867127
27.934433
28.903482
25.595021
30.598258
44.112664
49.247274
60.245293
57.808953
51.313240
44.467189
46.698585
40.606561
48.310890
56.549106
54.651158
55.262136
60.896912
43.983185
44.083965
37.358996
42.946803
47.526574
51.187944
46.242162
44.575415
44.811739
51.702070
49.329955
43.699699
47.089817
46.628414
45.951497
51.062553
48.764321
45.397286
48.808888
45.050828
42.913640
49.236368
49.832776
49.790725
44.527997
39.445778
41.099942
37.473486
36.760159
33.719359
42.594005
46.221912
49.800848
36.630036
40.153669
49.499748
34.841753
37.273611
41.023615
41.877474
50.079211
41.689854
46.938432
44.433684
37.498287
38.329766
44.804901
41.080125
39.988317
42.304577
36.169617
37.354297
40.043704
34.130478
33.237204
44.295725
35.389005
43.251824
43.816797
40.413932
31.188083
29.295539
33.427711
36.993974
54.373167
55.030511
48.267832
43.943031
49.574918
51.417288
49.298319
41.577468
37.902274
38.247738
40.264413
33.033554
35.789846
40.274651
44.890586
43.893548
46.777530
33.050661
36.193667
39.626349
37.395544
34.215329
34.944861
33.508315
30.576502
31.577307
26.928624
25.611181
33.627768
36.373436
38.926444
41.943757
48.482637
44.558566
29.254848
24.771699
24.167699
31.645797
40.394965
29.076931
38.761243
52.088843
47.770968
28.131163
33.732106
30.808275
36.310423
32.680709
39.517541
39.118365
36.717316
36.652004
45.455909
52.759876
49.007175
37.626350
35.727615
41.693359
42.688543
41.558728
48.028560
44.291988
34.047798
41.169787
36.340046
36.519951
41.301437
52.575536
56.481449
53.729012
43.874805
50.858105
36.099007
32.737829
42.914352
31.733507
36.394480
46.334266
41.025420
43.989264
40.937930
44.637514
54.531302
53.164762
59.338758
58.359607
48.445367
44.001626
42.921008
41.419993
43.258893
46.857772
43.684279
45.051428
54.886822
49.756340
43.921291
44.839097
44.247737
43.094403
38.721797
36.672177
35.486365
41.861042
48.012145
42.307309
36.788900
40.288395
49.305840
42.648751
41.337063
35.055900
32.605924
34.708335
26.789229
35.508448
36.456296
34.468124
35.510755
39.804087
40.935475
49.312823
48.959110
37.526090
42.954227
39.804704
46.535667
48.556910
44.137738
46.694428
44.651875
43.940159
34.089867
46.944104
57.502843
49.152530
51.317245
54.626500
47.977826
47.252741
44.287404
46.821109
40.428450
40.071867
41.648036
43.663118
43.850355
42.999466
35.637574
43.853647
38.915041
40.945174
43.469808
47.577638
44.558267
34.379318
47.003339
44.317137
43.678953
33.635103
26.817320
36.442601
39.228808
57.692644
47.096020
36.824396
34.091485
37.437491
46.930076
55.202014
54.310662
50.545809
46.702753
49.686451
47.257130
52.754842
44.810198
46.940674
53.618049
47.362151
37.758679
39.273500
33.862297
43.160226
49.343148
45.706450
37.883762
32.293571
38.773314
39.831378
45.612946
55.838775
41.989508
45.401684
31.838146
35.355715
39.724309
43.910596
44.193957
40.560483
31.740065
29.251122
33.915624
39.015630
42.351778
50.154350
49.088740
44.568544
37.299345
31.297485
27.035675
33.971350
39.274625
39.085867
33.825043
35.064148
35.094930
46.594796
51.254417
52.467884
39.560733
28.663645
28.536840
36.137575
37.659334
43.330708
41.160567
44.055673
45.629045
49.061315
37.069698
39.223119
42.312876
43.864889
48.994034
53.932935
50.619470
39.838746
33.750380
37.491640
41.891816
43.425855
53.723099
44.995930
45.086024
44.373858
33.765043
35.410944
41.909240
41.152134
45.565732
27.768120
36.608896
36.476118
33.900877
50.818700
46.818446
43.920639
31.141758
36.420534
40.621836
46.978452
40.967824
37.061039
52.165745
43.573125
26.625528
37.566047
40.702616
45.989167
42.110743
49.307019
46.364145
44.493298
45.581598
47.715353
50.900563
44.828383
45.842743
47.524774
54.485366
54.628032
53.961671
43.152946
28.222342
25.639320
30.535316
33.032875
37.373751
38.916630
40.202787
38.594841
39.196405
41.488072
37.491142
42.447667
53.984352
